ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.05703279970648122,0.4017942243700149,0.4016128379307927,0.9381778378314768,0.06859994272126967,0.38555038321278945,0.27177142003805743,-1.1755171100344453,0.3554398007400459
